Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.365741;[0.46871,-3235.19,-1.26928]
5;0.62037;[-0.269402,-3234.52,-0.179643]
6;0.601852;[-0.920132,-3236.88,-0.279003]
7;0.587963;[-0.0931101,-3234.7,0.37778]
8;0.564815;[-0.00391511,-3234.97,0.584452]
9;0.587963;[-0.389952,-3234.49,-0.270851]
10;0.597222;[-0.277337,-3234.1,0.751156]
11;0.560185;[0.218608,-3234.38,-0.408584]
12;0.597222;[0.0527006,-3235.67,0.345628]
13;0.546296;[0.395878,-3235.16,-0.0507988]
14;0.597222;[-0.71709,-3234.37,-1.02126]
15;0.513889;[-0.371092,-3234.86,-0.955447]
16;0.648148;[-0.375635,-3234.4,0.146411]
17;0.569444;[0.082628,-3234.16,0.501996]
18;0.638889;[-0.154066,-3235.66,0.118238]
19;0.509259;[-0.269236,-3234.99,-0.250585]
20;0.578704;[-0.214533,-3234.71,0.331879]
21;0.50463;[-0.0400409,-3234.73,-0.483332]
22;0.550926;[-0.0285143,-3235.24,0.133828]
23;0.532407;[-0.546293,-3235.21,0.232474]
24;0.537037;[0.0286654,-3234.86,-0.802545]
25;0.601852;[0.303498,-3236.11,-0.0708877]
26;0.523148;[-0.241736,-3234.25,0.74442]
27;0.583333;[-0.100553,-3235.73,-0.619589]
28;0.587963;[-0.60254,-3234.77,0.64612]
29;0.564815;[0.891254,-3234.34,1.39287]
30;0.606481;[-0.17396,-3234.52,-0.463001]
31;0.537037;[0.0269551,-3235.22,0.317599]
32;0.532407;[-1.03123,-3235.13,0.0866327]
33;0.564815;[-0.897871,-3235.59,-0.015549]
34;0.666667;[-0.0742421,-3235.43,0.0778346]
35;0.541667;[0.469044,-3235.39,0.678717]
36;0.62963;[-0.0198366,-3236.21,0.569784]
37;0.560185;[-0.868041,-3234.58,-0.743463]
38;0.592593;[0.357828,-3235.23,-0.294172]
39;0.634259;[-0.20925,-3234.74,0.463625]
40;0.652778;[-0.346626,-3234.91,0.428722]
41;0.583333;[-0.37796,-3235.21,0.462422]
42;0.611111;[0.157522,-3235.48,-0.740375]
43;0.694444;[0.356165,-3234.99,0.946355]
44;0.0694444;[2.51884,-3236.7,-1.02069]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
