Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.351852;[-0.708547,-715.097,0.0475546]
5;0.555556;[-0.755981,-716.812,0.804424]
6;0.587963;[-1.16766,-716.376,0.301978]
7;0.583333;[-0.579188,-716.041,-0.940312]
8;0.615741;[0.638612,-716.182,0.565142]
9;0.518519;[-0.442967,-716.271,0.787354]
10;0.657407;[0.0825611,-714.721,-1.26941]
11;0.550926;[-0.378562,-715.698,-0.133358]
12;0.574074;[-1.00555,-715.796,-0.419221]
13;0.546296;[-0.0879197,-716.408,-0.116399]
14;0.611111;[0.326924,-716.285,0.494189]
15;0.537037;[0.913994,-716.513,0.27325]
16;0.550926;[-0.204303,-715.617,1.15513]
17;0.583333;[-0.282665,-715.809,0.137182]
18;0.569444;[0.667167,-716.314,0.593492]
19;0.592593;[-0.174853,-716.084,-0.246515]
20;0.587963;[0.458155,-716.285,-0.417085]
21;0.611111;[-0.178036,-716.104,0.113934]
22;0.601852;[-0.853707,-716.94,0.0700058]
23;0.462963;[0.48679,-716.708,0.648044]
24;0.680556;[-0.553033,-716.659,-0.35706]
25;0.550926;[0.0186077,-716.868,-0.30922]
26;0.601852;[-0.240991,-716.942,-0.204674]
27;0.541667;[0.297936,-715.135,-0.123461]
28;0.564815;[0.584548,-717.274,0.941427]
29;0.592593;[-0.483507,-715.99,0.757117]
30;0.601852;[0.0889212,-715.92,0.422346]
31;0.583333;[-0.984596,-715.281,-0.317824]
32;0.62963;[-0.310072,-715.612,0.142707]
33;0.481481;[0.358547,-715.713,-1.02724]
34;0.574074;[-0.31098,-716.292,-0.117545]
35;0.615741;[-0.281959,-715.966,-0.142293]
36;0.518519;[-0.189267,-715.82,-0.78359]
37;0.569444;[0.0984882,-716.91,0.330193]
38;0.634259;[0.73232,-716.159,0.489082]
39;0.532407;[0.168361,-715.857,0.206632]
40;0.583333;[-0.389656,-716.516,0.937318]
41;0.634259;[-0.260023,-715.939,0.821397]
42;0.583333;[0.0823107,-716.531,0.635758]
43;0.74537;[0.990473,-716.779,-0.0304709]
44;0.0787037;[0.452424,-715.462,-1.0644]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
