Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.398148;[0.29071,-756.062,0.588715]
5;0.555556;[0.0279824,-756.302,0.0759038]
6;0.652778;[0.162451,-755.719,-0.334972]
7;0.583333;[0.3014,-755.967,0.584342]
8;0.555556;[-0.0780282,-757.172,0.173626]
9;0.648148;[0.325712,-756.257,-0.0323157]
10;0.541667;[0.423117,-756.062,-0.184392]
11;0.62037;[-0.0587922,-755.619,-0.256254]
12;0.541667;[0.403849,-756.693,0.0536615]
13;0.611111;[-0.388452,-755.848,-0.0974402]
14;0.574074;[-0.0233118,-755.428,0.0401509]
15;0.587963;[-0.260163,-757.164,0.997449]
16;0.560185;[0.0865886,-754.752,0.441617]
17;0.541667;[0.648298,-756.33,-0.323497]
18;0.597222;[0.421231,-755.524,0.576636]
19;0.601852;[0.74962,-756.258,0.119642]
20;0.583333;[-0.408712,-756.328,-1.12322]
21;0.587963;[-0.19058,-755.698,0.0500582]
22;0.523148;[0.196254,-757.424,-0.275498]
23;0.625;[0.540482,-756.124,0.331308]
24;0.560185;[0.887297,-756.333,-0.597102]
25;0.597222;[0.210191,-756.033,0.469261]
26;0.546296;[0.411892,-755.745,-0.404341]
27;0.583333;[-0.445713,-755.833,0.465899]
28;0.523148;[0.947637,-756.741,-0.189698]
29;0.625;[0.0427922,-755.962,0.314411]
30;0.578704;[0.119931,-755.406,0.0335357]
31;0.578704;[0.220713,-757.233,-0.124956]
32;0.601852;[-0.445697,-755.993,-0.185669]
33;0.50463;[0.501582,-755.855,-0.182129]
34;0.574074;[-0.32676,-756.358,0.110515]
35;0.574074;[-0.483081,-756.178,-0.62858]
36;0.587963;[-0.0068635,-756.207,-0.489293]
37;0.564815;[-0.0099927,-756.708,-0.420712]
38;0.601852;[-0.253175,-756.105,-0.0465702]
39;0.569444;[0.473909,-756.302,0.333219]
40;0.592593;[0.263656,-756.101,-0.224819]
41;0.518519;[0.440859,-755.431,1.23835]
42;0.555556;[-0.0224586,-756.783,0.544763]
43;0.74537;[-1.0085,-756.68,0.02862]
44;0.0740741;[2.43962,-758.227,1.60098]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
