Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.310185;[-1.12867,-315.859,0.226131]
5;0.648148;[-0.129833,-316.558,0.0581566]
6;0.592593;[-0.614651,-315.489,-0.21134]
7;0.638889;[-0.072057,-315.514,-0.0137971]
8;0.509259;[0.368214,-314.993,-0.399345]
9;0.583333;[-0.292274,-316.155,-0.403797]
10;0.643519;[0.00986463,-316.162,0.828563]
11;0.592593;[-0.668743,-315.708,-0.493169]
12;0.578704;[1.16138,-316.349,-0.575904]
13;0.490741;[-0.0787365,-316.227,-0.0927821]
14;0.712963;[0.0600307,-316.513,0.0587175]
15;0.611111;[-1.1956,-316.777,-0.491201]
16;0.555556;[-0.540393,-316.385,-0.328671]
17;0.592593;[0.221154,-316.164,0.56088]
18;0.513889;[0.598501,-315.917,-0.64682]
19;0.541667;[-0.527222,-315.95,0.758447]
20;0.611111;[0.354325,-316.973,-0.715294]
21;0.583333;[-0.128628,-316.719,0.760524]
22;0.62037;[-0.916164,-316.299,0.115189]
23;0.518519;[0.251299,-314.956,-0.483713]
24;0.569444;[-0.496071,-315.89,-0.127726]
25;0.546296;[-0.453559,-316.841,-0.126522]
26;0.597222;[-0.934027,-316.193,0.421222]
27;0.560185;[0.427559,-315.666,0.851865]
28;0.564815;[0.595926,-315.861,0.305557]
29;0.62037;[0.0533279,-315.492,-1.04783]
30;0.578704;[-0.495381,-315.857,0.353334]
31;0.578704;[0.425658,-315.705,-0.140537]
32;0.597222;[0.220093,-315.898,0.0832025]
33;0.532407;[-0.795611,-316.801,1.05792]
34;0.615741;[0.606024,-316.132,-0.0498177]
35;0.592593;[-1.0973,-316.388,0.531746]
36;0.648148;[0.385387,-315.701,-0.356561]
37;0.537037;[-0.935309,-316.844,-0.635702]
38;0.560185;[0.476873,-316.75,0.44028]
39;0.527778;[-0.478379,-315.562,0.822115]
40;0.527778;[0.675139,-315.3,-0.827343]
41;0.625;[0.324381,-315.953,-0.456591]
42;0.509259;[0.710004,-315.691,0.633232]
43;0.75;[-0.503788,-316.033,-0.357424]
44;0.0601852;[0.78092,-317.102,-0.526105]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
