Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[-0.164469,-2031.41,2.45742]
5;0.388889;[2.11155,-2029.74,-1.40478]
6;0.430556;[-0.653247,-2031.48,0.0535415]
7;0.476852;[-0.888828,-2031.79,-1.1404]
8;0.49537;[0.91847,-2031.49,0.321843]
9;0.541667;[0.0330871,-2033.78,-0.519245]
10;0.560185;[-0.864257,-2033.17,-0.96817]
11;0.476852;[0.767717,-2034.66,0.870607]
12;0.541667;[-0.513422,-2035.41,0.495391]
13;0.583333;[-0.461311,-2034.32,0.145377]
14;0.625;[0.0601897,-2036.36,1.09158]
15;0.643519;[0.907123,-2035.73,-0.0828653]
16;0.592593;[0.0796221,-2036.91,-0.0617048]
17;0.643519;[0.0206282,-2036.94,-0.214527]
18;0.666667;[-0.281026,-2037.15,-0.455164]
19;0.671296;[-0.310989,-2037.53,0.61108]
20;0.648148;[-0.565716,-2037.87,0.356638]
21;0.694444;[-0.147141,-2037.41,-0.273735]
22;0.717593;[-0.235569,-2037.39,0.139948]
23;0.615741;[0.0438193,-2038.71,0.392944]
24;0.708333;[0.17612,-2037.88,0.308057]
25;0.662037;[0.129645,-2037.97,0.167197]
26;0.652778;[-0.673749,-2037.71,-0.318576]
27;0.796296;[-0.225602,-2038.74,-0.279189]
28;0.638889;[-0.516103,-2037.17,-0.0180017]
29;0.648148;[-0.321124,-2038.13,-0.0306761]
30;0.615741;[-0.328656,-2038.41,0.223151]
31;0.662037;[0.564507,-2036.89,-0.285361]
32;0.560185;[1.15757,-2036.72,-0.607509]
33;0.62963;[0.346476,-2037.19,-0.320445]
34;0.62037;[-0.273356,-2035.97,0.0306463]
35;0.657407;[-0.461417,-2036.23,0.459567]
36;0.541667;[-0.655272,-2035.42,0.00299882]
37;0.481481;[0.313373,-2034.6,0.0305221]
38;0.601852;[1.08614,-2033.98,0.231304]
39;0.481481;[-0.135157,-2033.2,0.140555]
40;0.472222;[-0.0330661,-2034.09,-0.443626]
41;0.449074;[-0.819403,-2031.94,0.905038]
42;0.5;[0.0833906,-2032.15,-0.055592]
43;0.472222;[-0.386006,-2032.69,-0.823543]
44;0.0694444;[2.97195,-2033.81,-0.556747]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
