Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.365741;[0.275587,-2554.86,0.0867373]
5;0.569444;[-0.924508,-2554.35,-0.674271]
6;0.648148;[-0.799296,-2554.56,0.133842]
7;0.578704;[1.95661,-2554.05,0.223033]
8;0.62963;[0.441846,-2554.87,-0.0328491]
9;0.550926;[-0.162444,-2555.26,-0.893928]
10;0.527778;[0.418791,-2554.15,-0.517394]
11;0.574074;[-0.100047,-2555.73,-0.560373]
12;0.523148;[-0.117549,-2555.68,0.294379]
13;0.574074;[-0.343151,-2555.58,-0.528952]
14;0.560185;[-0.143706,-2555.39,0.599519]
15;0.601852;[-0.872588,-2554.91,0.842613]
16;0.638889;[-0.607044,-2554.69,0.252999]
17;0.601852;[-0.261497,-2555.06,-0.456026]
18;0.625;[-0.582025,-2555.53,0.442752]
19;0.564815;[0.903401,-2555.21,0.126429]
20;0.615741;[1.03707,-2554.93,-0.746828]
21;0.592593;[0.167077,-2554.98,-0.321249]
22;0.564815;[-0.422104,-2555.49,-0.159]
23;0.574074;[0.131375,-2555.29,0.271164]
24;0.564815;[-0.383477,-2555.06,-0.639212]
25;0.523148;[0.732862,-2555.11,1.37264]
26;0.587963;[0.453399,-2555.85,-0.391506]
27;0.523148;[-0.215366,-2554.91,0.523128]
28;0.615741;[0.212104,-2554.46,-0.272695]
29;0.546296;[-0.0586094,-2555.02,0.195028]
30;0.638889;[0.246481,-2554.43,-0.114649]
31;0.550926;[-0.625912,-2554.67,0.0391553]
32;0.546296;[-0.889372,-2553.59,-0.410958]
33;0.611111;[0.197532,-2555.9,0.900305]
34;0.527778;[0.0894654,-2555.23,0.47583]
35;0.560185;[-0.109877,-2554.06,0.408284]
36;0.634259;[0.353855,-2555.21,-0.0659291]
37;0.564815;[-0.551898,-2555.37,0.553366]
38;0.550926;[-0.554308,-2554.59,0.641735]
39;0.62963;[-0.159722,-2554.78,0.210767]
40;0.615741;[-0.0301783,-2554.66,0.268575]
41;0.523148;[-0.6755,-2554.98,1.01446]
42;0.587963;[0.0100095,-2554.99,0.0871267]
43;0.685185;[-0.560202,-2554.9,0.459102]
44;0.0787037;[3.85524,-2553.42,-1.20532]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
