Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.347222;[-1.08664,-435.739,0.325707]
5;0.587963;[-0.849404,-435.536,0.319901]
6;0.569444;[0.87736,-437.077,-0.442838]
7;0.597222;[0.357603,-436.83,0.517399]
8;0.606481;[-0.843198,-435.759,-0.0726667]
9;0.541667;[-0.514881,-435.257,-1.15375]
10;0.638889;[0.204509,-436.38,-0.511302]
11;0.574074;[0.975447,-436.403,0.278982]
12;0.555556;[-0.971135,-435.883,-0.227158]
13;0.634259;[-0.144618,-436.023,0.173844]
14;0.555556;[1.00851,-436.615,0.0157694]
15;0.592593;[0.0529629,-436.472,0.642227]
16;0.574074;[-0.691687,-436.389,-0.159941]
17;0.546296;[-0.131743,-435.179,0.152071]
18;0.587963;[0.31504,-435.776,0.173536]
19;0.527778;[-1.05703,-435.958,-0.276545]
20;0.574074;[0.847942,-435.935,0.500581]
21;0.50463;[-0.124404,-436.034,-0.648847]
22;0.62037;[-0.406085,-436.011,-0.0267121]
23;0.587963;[0.352865,-437.192,-0.253901]
24;0.569444;[-0.972849,-436.404,0.230603]
25;0.592593;[-0.201683,-435.183,0.121967]
26;0.601852;[0.195581,-435.395,0.0939931]
27;0.555556;[-0.0354535,-435.557,-0.462557]
28;0.555556;[-0.20197,-436.135,-0.0063069]
29;0.62037;[0.588394,-436.292,0.431165]
30;0.550926;[-0.266412,-436.21,-0.162633]
31;0.611111;[-0.0686904,-436.337,0.00509714]
32;0.578704;[0.21367,-436.735,0.30098]
33;0.532407;[-0.0604366,-436.691,0.638415]
34;0.606481;[-0.731803,-435.7,-0.18339]
35;0.564815;[-0.238158,-437.049,-0.35421]
36;0.541667;[-0.634081,-435.879,-0.284665]
37;0.546296;[-0.607594,-435.782,0.852404]
38;0.611111;[-0.678014,-435.853,0.260331]
39;0.592593;[-0.508887,-434.887,0.812828]
40;0.615741;[-0.456774,-435.359,-0.591448]
41;0.583333;[0.051717,-436.323,-0.33483]
42;0.578704;[-0.650003,-437.099,-0.342945]
43;0.740741;[-0.0280973,-436.485,-0.170286]
44;0.0740741;[1.23509,-435.298,0.000568676]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
