Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.393519;[0.173607,-3914.67,1.05544]
5;0.615741;[0.62362,-3915.24,-0.290806]
6;0.601852;[0.065564,-3914.87,1.53658]
7;0.574074;[-0.238579,-3915.7,-0.136657]
8;0.50463;[-0.256449,-3915.15,0.606785]
9;0.662037;[0.701619,-3914.3,0.488388]
10;0.546296;[-0.748553,-3914.74,0.232196]
11;0.611111;[-0.199298,-3915.92,0.381223]
12;0.62963;[0.450733,-3915.64,0.546918]
13;0.518519;[-0.012323,-3914.1,-0.156694]
14;0.555556;[-0.259933,-3914.12,0.309649]
15;0.541667;[-0.244063,-3915.49,0.608257]
16;0.564815;[0.516462,-3915.73,0.973829]
17;0.592593;[-0.281119,-3915.97,-0.0346703]
18;0.541667;[0.760333,-3915.04,-0.0197474]
19;0.574074;[-0.130458,-3914.77,0.281954]
20;0.625;[-0.0625457,-3914.75,0.0434559]
21;0.625;[-0.633283,-3914.2,-0.498689]
22;0.564815;[-0.81265,-3914.92,-1.7029]
23;0.592593;[-0.436237,-3914.93,-0.485948]
24;0.615741;[-1.18064,-3915.15,-0.74316]
25;0.527778;[0.0994331,-3914.6,0.526926]
26;0.615741;[0.661703,-3913.76,0.754156]
27;0.5;[-0.624045,-3914.5,0.938329]
28;0.601852;[-0.572002,-3915.78,0.101606]
29;0.550926;[0.12326,-3915.05,-0.284216]
30;0.541667;[0.643615,-3914.69,0.201646]
31;0.583333;[-0.619432,-3915.22,0.076841]
32;0.625;[0.778513,-3915.6,0.0191245]
33;0.569444;[-0.325886,-3914.95,-0.42388]
34;0.560185;[-0.511226,-3914.41,-0.0460444]
35;0.592593;[0.352528,-3914.38,0.0529768]
36;0.564815;[0.208827,-3915.5,-0.745357]
37;0.578704;[0.53575,-3915.1,0.164362]
38;0.537037;[-0.337841,-3914.74,0.410037]
39;0.643519;[0.361166,-3915.21,-0.328298]
40;0.574074;[-0.838009,-3915.09,-0.383896]
41;0.532407;[0.354139,-3914.61,-0.694215]
42;0.615741;[0.147373,-3915.63,-0.0608072]
43;0.75;[-0.00213203,-3914.98,-0.415933]
44;0.0324074;[-0.191339,-3915.72,2.16752]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
