Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[0.143514,-3.97181,1.0749]
5;0.435185;[-0.041203,-2.72035,0.0581456]
6;0.351852;[0.0493,-2.35218,-0.0663441]
7;0.342593;[0.0247081,-2.49646,-0.590212]
8;0.342593;[1.14769,-3.93045,0.191027]
9;0.375;[-0.337492,-3.91093,0.152308]
10;0.393519;[-0.236962,-4.83928,-0.349746]
11;0.37037;[0.529866,-3.86272,-0.272176]
12;0.342593;[0.557302,-2.10867,0.294503]
13;0.384259;[-0.148016,-3.57894,0.612831]
14;0.351852;[-0.744917,-3.82311,-0.415346]
15;0.402778;[0.0631163,-3.01881,-0.937576]
16;0.398148;[0.238722,-4.04372,0.745292]
17;0.361111;[0.456464,-1.5798,0.738464]
18;0.430556;[-0.246216,-2.89428,-0.969245]
19;0.333333;[0.197568,-2.86881,-0.0396963]
20;0.5;[0.32267,-1.44786,0.010609]
21;0.638889;[0.157418,-1.17618,-0.00489333]
22;0.300926;[1.04103,-2.05491,-0.862325]
23;0.606481;[0.144941,-1.29768,-0.0927009]
24;0.25463;[1.22197,-2.829,1.10741]
25;0.643519;[-0.0921405,-0.896451,-0.0350421]
26;0.62963;[-0.285646,-0.7971,0.0790086]
27;0.296296;[0.39494,-1.11538,0.233916]
28;0.578704;[0.275277,-1.098,-0.443996]
29;0.300926;[-0.426376,-1.99912,0.446713]
30;0.537037;[-0.568858,-0.935868,0.02474]
31;0.537037;[0.708084,-1.79313,-0.167166]
32;0.25463;[1.53844,-2.56729,-0.635828]
33;0.412037;[1.13888,-2.40714,0.177328]
34;0.337963;[0.0288809,-2.69901,1.82991]
35;0.430556;[-1.16759,-3.38176,0.202772]
36;0.319444;[-0.429529,-4.10812,-0.639638]
37;0.393519;[-0.0179946,-2.88223,-0.441897]
38;0.388889;[-0.229753,-4.31977,0.549176]
39;0.398148;[-0.117192,-3.63786,0.031701]
40;0.467593;[-0.896264,-3.1021,0.139129]
41;0.347222;[0.244697,-3.74533,-0.428226]
42;0.384259;[-0.234785,-3.34349,0.760611]
43;0.453704;[-0.445126,-3.08286,-0.9541]
44;0.0324074;[2.10496,0.294446,2.34043]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
