Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.231481;[-0.377912,-3.72372,0.178459]
5;0.324074;[-1.23618,-3.61878,0.0578111]
6;0.37963;[-0.947465,-3.6549,-0.740968]
7;0.398148;[-0.571645,-3.02494,-0.656145]
8;0.361111;[-0.750765,-3.70197,0.628286]
9;0.324074;[-1.04345,-3.32716,1.08605]
10;0.421296;[0.349985,-3.63897,-0.0347974]
11;0.351852;[-0.103044,-4.54463,2.24496]
12;0.412037;[-0.551614,-2.86587,0.0695961]
13;0.342593;[-1.13256,-4.10922,-0.92962]
14;0.328704;[-0.66962,-3.54006,-0.657323]
15;0.37037;[-0.444596,-2.80956,-0.135646]
16;0.37963;[0.585203,-3.24772,-0.592108]
17;0.333333;[0.204963,-2.36166,-0.311091]
18;0.527778;[-0.889168,-1.48297,-0.736618]
19;0.356481;[0.432989,-3.43188,-0.491117]
20;0.560185;[0.439747,-1.2863,-0.0170419]
21;0.634259;[0.126075,-0.650818,0.157467]
22;0.273148;[0.723044,-1.60549,-0.685308]
23;0.611111;[-0.0780064,-0.05685,-0.527316]
24;0.300926;[-0.317632,-1.90502,-0.285365]
25;0.675926;[0.592115,-1.44656,-0.182539]
26;0.578704;[-0.283111,-0.328111,-0.0150433]
27;0.296296;[0.242985,-3.23204,0.897957]
28;0.657407;[-0.046219,-1.26664,0.33101]
29;0.282407;[-0.406936,-2.4779,-0.739535]
30;0.546296;[-0.151733,-1.75987,0.557319]
31;0.472222;[0.495954,-1.17245,0.0401944]
32;0.361111;[-0.444977,-3.23108,0.12961]
33;0.407407;[0.568951,-1.7439,-0.200027]
34;0.375;[-0.362158,-2.57304,0.609333]
35;0.319444;[0.408567,-3.11534,0.403068]
36;0.361111;[0.791304,-2.08449,0.486752]
37;0.347222;[0.0735305,-3.31078,0.27833]
38;0.388889;[0.233712,-4.30956,0.200821]
39;0.365741;[-0.334522,-2.89287,-0.119287]
40;0.361111;[0.888264,-1.94497,-0.776885]
41;0.388889;[0.296211,-2.99473,0.3611]
42;0.347222;[-0.115521,-3.44758,-1.08417]
43;0.490741;[-0.347707,-2.41614,0.137149]
44;0.0277778;[6.48711,-0.902609,2.38615]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
