Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.171296;[1.35019,-3.08489,-0.576123]
5;0.421296;[0.246183,-3.35238,0.159291]
6;0.356481;[-0.0711079,-3.3678,0.495696]
7;0.402778;[-0.441728,-3.2835,0.471771]
8;0.351852;[-0.133669,-4.97174,1.07836]
9;0.37963;[1.62505,-3.69017,-0.936138]
10;0.421296;[-0.685233,-3.33753,0.675896]
11;0.314815;[0.000861003,-3.15779,-1.11012]
12;0.347222;[1.0666,-3.67323,1.4041]
13;0.388889;[0.537437,-3.89984,0.844145]
14;0.337963;[1.44316,-3.81245,-0.198371]
15;0.416667;[-1.4614,-4.61127,0.346178]
16;0.444444;[0.367454,-3.16878,-0.205024]
17;0.291667;[-1.22629,-5.03337,0.350637]
18;0.439815;[-0.432616,-1.19485,-0.562812]
19;0.356481;[0.231916,-2.24073,0.79846]
20;0.523148;[0.15892,-1.76028,0.440844]
21;0.615741;[-0.342062,-1.40667,0.262906]
22;0.25;[-0.615756,-1.83316,-1.08139]
23;0.601852;[0.00410996,-0.530498,-0.265171]
24;0.277778;[-0.526333,-2.78825,-0.633267]
25;0.615741;[-0.267103,-0.107334,0.517944]
26;0.606481;[-0.479276,-0.805063,0.291493]
27;0.296296;[-0.553597,-2.36641,-0.352032]
28;0.62963;[0.00475646,-0.427737,-0.295387]
29;0.324074;[-1.0026,-1.7622,0.690435]
30;0.560185;[0.695089,-1.54337,-0.245381]
31;0.453704;[-0.112344,-2.77094,0.253668]
32;0.314815;[0.476616,-0.984286,1.0852]
33;0.351852;[-1.76308,-2.99518,-0.775396]
34;0.407407;[-0.599255,-3.36246,0.0655707]
35;0.37963;[-0.642331,-2.88713,-0.493067]
36;0.439815;[0.962787,-4.51336,0.711851]
37;0.398148;[-0.0479491,-3.15091,0.282022]
38;0.407407;[0.25027,-3.24199,-0.0796386]
39;0.365741;[-0.400835,-2.31211,-0.404218]
40;0.439815;[0.292492,-4.02038,-0.509186]
41;0.319444;[0.354931,-2.55877,-1.06369]
42;0.356481;[-0.0743748,-2.88027,1.21965]
43;0.449074;[0.760978,-1.89118,-0.296336]
44;0.0462963;[1.76449,-1.91785,-0.499117]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
