Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[-0.128413,-4.47932,0.715909]
5;0.412037;[-0.918305,-3.34432,0.251945]
6;0.375;[-0.0939876,-3.8836,-1.56823]
7;0.356481;[-0.0404782,-3.52121,0.458267]
8;0.342593;[0.99381,-3.81837,0.530098]
9;0.407407;[0.0734427,-4.08652,0.370759]
10;0.398148;[-0.995389,-4.04992,0.901429]
11;0.425926;[-0.370358,-4.99519,1.0492]
12;0.296296;[0.353755,-2.09546,-1.07842]
13;0.361111;[-0.343506,-3.81518,0.0224651]
14;0.37963;[-0.273286,-3.95293,0.410089]
15;0.384259;[0.242862,-3.67679,-0.552311]
16;0.361111;[0.55889,-2.92929,0.633152]
17;0.37037;[-0.470616,-3.29412,2.24915]
18;0.509259;[0.536096,-2.58323,0.0203251]
19;0.282407;[-0.369419,-2.3999,0.418701]
20;0.537037;[-0.0590691,-1.22398,-0.541829]
21;0.615741;[-0.177672,-1.37553,0.000883756]
22;0.287037;[1.00582,-2.21393,-0.866708]
23;0.657407;[-0.576771,-0.937841,-0.148336]
24;0.296296;[0.802181,-2.22177,-0.530424]
25;0.648148;[0.0585297,-0.981416,0.297865]
26;0.634259;[0.210108,-0.945632,-0.327678]
27;0.337963;[0.6729,-0.991608,-0.464725]
28;0.62037;[-0.0414538,-0.753628,-0.328173]
29;0.259259;[-0.600951,-1.84783,0.989285]
30;0.564815;[0.627276,-1.4106,-0.194482]
31;0.439815;[-0.6619,-1.29398,-0.560132]
32;0.319444;[0.340711,-2.84757,1.24351]
33;0.342593;[-0.0518453,-2.09239,1.24412]
34;0.462963;[0.179592,-3.60366,-1.12906]
35;0.333333;[0.222237,-3.17656,0.87457]
36;0.37037;[0.510202,-2.711,0.825985]
37;0.388889;[0.436123,-2.35326,-0.299694]
38;0.337963;[-0.251204,-3.60601,-1.08545]
39;0.356481;[-0.137206,-2.87365,-0.731564]
40;0.449074;[-0.848987,-3.05445,-0.897537]
41;0.388889;[-0.651071,-2.54054,-0.0718232]
42;0.324074;[-0.693483,-2.8291,0.473807]
43;0.412037;[-0.245399,-3.47127,-0.712477]
44;0.0138889;[1.51778,1.14101,5.20739]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
