Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[-0.677605,-2.66569,0.204256]
5;0.393519;[-1.19756,-3.89562,-0.954201]
6;0.37963;[-0.32795,-3.46653,0.0917546]
7;0.402778;[0.792281,-3.6714,-0.227652]
8;0.37037;[0.651804,-4.64341,0.140692]
9;0.356481;[-0.584891,-4.74205,0.0119782]
10;0.37037;[-0.0569818,-4.64919,0.274795]
11;0.347222;[-0.815319,-3.75829,-1.91477]
12;0.365741;[-0.121242,-4.89557,-0.44821]
13;0.351852;[0.701274,-4.19193,-0.673112]
14;0.361111;[0.640918,-2.34826,0.66694]
15;0.388889;[0.43681,-4.77767,-0.323532]
16;0.393519;[-0.627053,-3.83588,0.761478]
17;0.402778;[-0.274545,-2.8324,-0.434818]
18;0.467593;[0.687957,-2.113,-0.478673]
19;0.305556;[-0.382176,-1.65749,-0.0217262]
20;0.546296;[0.0660832,-0.851472,0.32889]
21;0.634259;[-0.0746849,-0.718065,0.629692]
22;0.342593;[-0.446214,-2.55872,0.228381]
23;0.564815;[0.452913,-0.34576,0.377609]
24;0.282407;[0.427628,-0.718046,-0.122568]
25;0.666667;[-0.189002,-0.508949,-0.270042]
26;0.615741;[0.0368062,-0.764042,0.051032]
27;0.310185;[-0.139056,-2.5536,-0.03976]
28;0.592593;[0.555413,-0.287909,-0.744268]
29;0.324074;[0.272289,-2.22576,0.646515]
30;0.550926;[-0.2234,-1.62133,-0.166542]
31;0.439815;[-0.490432,-1.64769,0.0412814]
32;0.384259;[0.604114,-2.67732,0.204629]
33;0.347222;[-0.530121,-2.36101,1.52939]
34;0.412037;[-0.473556,-2.1111,1.15379]
35;0.37037;[-1.3932,-2.65658,-0.104611]
36;0.361111;[-0.917807,-3.29903,-1.1492]
37;0.347222;[0.53156,-2.96173,0.147901]
38;0.37037;[-0.177004,-3.13697,-0.0676132]
39;0.361111;[-0.458775,-3.38162,-0.548202]
40;0.351852;[0.391179,-4.42649,1.73543]
41;0.412037;[0.133868,-3.05856,-0.199404]
42;0.342593;[0.910445,-3.09528,-0.565276]
43;0.425926;[-0.287469,-1.90768,0.903275]
44;0.0462963;[0.937346,-1.48782,-1.14207]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
