Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.212963;[-0.0821426,-2.62215,-1.02727]
5;0.361111;[-0.252405,-2.25792,-1.51311]
6;0.342593;[-0.574505,-2.62915,-0.912716]
7;0.384259;[-0.471676,-3.48378,0.755237]
8;0.37037;[-0.227169,-3.12635,-0.748251]
9;0.37037;[0.225889,-3.06595,0.734149]
10;0.337963;[1.1416,-5.15821,0.19928]
11;0.365741;[-0.144571,-3.36825,0.176632]
12;0.361111;[0.342571,-2.90089,0.853065]
13;0.328704;[0.268679,-3.97098,-0.190847]
14;0.388889;[-2.35399,-4.18728,0.90744]
15;0.435185;[-0.0236399,-3.82458,-1.1026]
16;0.37037;[0.873459,-4.22918,-0.0175285]
17;0.398148;[-0.204483,-2.34175,-0.206015]
18;0.430556;[-1.21939,-1.73228,0.31692]
19;0.384259;[-0.076354,-1.15095,-0.274925]
20;0.527778;[0.151758,-1.59469,-0.664377]
21;0.583333;[0.0474538,-1.32833,0.0911653]
22;0.287037;[0.732139,-1.36461,0.232724]
23;0.634259;[-0.507659,-0.401501,-0.383973]
24;0.324074;[1.32532,-2.71477,0.653467]
25;0.606481;[0.429448,-0.662206,-0.293666]
26;0.601852;[0.0456791,-1.11888,0.148575]
27;0.310185;[0.384643,-0.372039,-0.0811899]
28;0.583333;[0.328165,-0.704004,-0.322473]
29;0.375;[0.00107402,-2.65952,-0.507664]
30;0.523148;[0.377779,-0.975038,0.0698421]
31;0.462963;[-0.811171,-1.18191,0.192553]
32;0.365741;[0.340708,-3.54625,-0.142252]
33;0.421296;[0.77114,-2.38477,-0.427721]
34;0.319444;[0.665683,-3.23483,0.0922169]
35;0.393519;[0.648198,-3.6562,-0.248395]
36;0.328704;[0.166427,-3.16019,0.780781]
37;0.37037;[-0.106131,-4.00523,-0.723631]
38;0.412037;[0.346143,-2.79696,-1.05646]
39;0.37037;[0.542239,-3.55338,-0.244647]
40;0.365741;[-0.14596,-3.67237,0.78319]
41;0.388889;[-0.39828,-4.22238,-0.3636]
42;0.37037;[-1.09397,-2.40776,-1.44754]
43;0.467593;[-1.66452,-2.75846,0.232105]
44;0.037037;[1.73419,-3.3651,0.644308]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
