Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.166667;[-1.75793,-2.20144,-1.64348]
5;0.467593;[0.633046,-3.4506,-0.0711442]
6;0.416667;[-0.625975,-3.92363,0.286884]
7;0.356481;[0.176025,-3.91272,0.651087]
8;0.375;[0.746066,-3.58122,-0.470851]
9;0.365741;[-1.56024,-4.63957,0.478147]
10;0.435185;[-0.159091,-4.00571,0.546593]
11;0.351852;[-0.0304171,-4.58744,0.726562]
12;0.328704;[-0.230412,-3.9624,-1.02013]
13;0.351852;[-0.132308,-5.08343,1.03426]
14;0.467593;[-0.450161,-3.34514,0.397928]
15;0.351852;[-0.170022,-4.16384,0.0248526]
16;0.365741;[-0.897145,-3.386,-0.0612825]
17;0.342593;[0.399067,-2.71391,0.0495752]
18;0.481481;[-0.439285,-1.85709,-0.308945]
19;0.300926;[-0.891524,-2.55357,0.725173]
20;0.532407;[0.227946,-1.25379,0.0754219]
21;0.611111;[-0.190462,-1.21982,-0.831837]
22;0.314815;[0.184627,-1.00077,-0.487691]
23;0.587963;[-0.0864297,-0.723926,0.501343]
24;0.319444;[0.639689,-1.69574,0.700872]
25;0.675926;[-0.113501,-1.08941,-0.42319]
26;0.638889;[-0.391319,-0.541663,0.0134361]
27;0.337963;[-1.37191,-2.42012,0.562007]
28;0.62037;[-0.0870126,-1.52293,-0.130946]
29;0.337963;[-0.055902,-2.50632,-1.09632]
30;0.518519;[-0.540917,-0.874698,1.12339]
31;0.449074;[0.231248,-1.3246,-0.423926]
32;0.314815;[0.405709,-2.4907,0.0732558]
33;0.328704;[-0.612205,-2.32596,0.985245]
34;0.37963;[0.89768,-3.04191,-0.0421694]
35;0.384259;[1.06295,-2.53301,-0.291757]
36;0.337963;[0.180282,-2.91514,-0.00311798]
37;0.347222;[-0.168878,-4.14855,-0.486571]
38;0.384259;[0.426663,-2.83033,-0.712067]
39;0.273148;[-0.733318,-3.95026,-0.439214]
40;0.412037;[0.0752657,-3.15176,-0.162774]
41;0.356481;[0.170872,-2.99783,-0.440221]
42;0.361111;[0.978534,-3.07031,0.55153]
43;0.50463;[-0.18619,-2.34315,0.679684]
44;0.0185185;[3.91997,-3.3997,-0.86572]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
