Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.180556;[1.75559,-74.3519,1.0943]
5;0.361111;[1.34551,-75.5827,1.24366]
6;0.37037;[1.37683,-74.6052,-1.25777]
7;0.416667;[0.744761,-76.2669,-0.267232]
8;0.402778;[1.84584,-74.2138,-1.42544]
9;0.356481;[-1.29931,-75.7688,-1.03627]
10;0.37963;[1.18226,-75.742,0.715526]
11;0.310185;[-0.658689,-75.1414,-1.78493]
12;0.416667;[0.709884,-75.4162,0.680943]
13;0.435185;[0.859444,-74.3635,0.47641]
14;0.435185;[0.28758,-76.0489,1.28363]
15;0.439815;[0.846535,-75.341,-0.862719]
16;0.37037;[-0.434992,-74.6821,0.170571]
17;0.430556;[-0.0512569,-75.2575,1.14105]
18;0.430556;[-0.00216047,-75.8562,1.49216]
19;0.393519;[-0.677984,-74.6406,1.46825]
20;0.375;[-0.20585,-75.1014,-0.13621]
21;0.490741;[0.59476,-75.2377,0.291748]
22;0.425926;[0.140621,-75.7111,-0.317399]
23;0.472222;[0.19571,-75.0431,0.240248]
24;0.435185;[-0.83043,-75.585,-0.40775]
25;0.430556;[-0.640157,-74.476,0.591667]
26;0.37037;[-0.029041,-74.3053,-0.187023]
27;0.481481;[0.499892,-75.3592,-0.319022]
28;0.375;[-0.00489065,-75.0108,-1.27818]
29;0.365741;[1.4407,-75.4081,-0.687212]
30;0.444444;[-0.310202,-75.7271,-0.0556082]
31;0.425926;[0.585946,-74.1053,0.0556036]
32;0.462963;[-0.126003,-75.9409,-1.20377]
33;0.402778;[0.440234,-74.9124,-1.1093]
34;0.462963;[0.225233,-75.1612,-0.618069]
35;0.398148;[-0.391059,-73.9503,1.11848]
36;0.444444;[-0.386848,-74.9785,0.702348]
37;0.342593;[-1.64365,-76.509,0.871074]
38;0.407407;[-0.653242,-75.0639,-0.468731]
39;0.5;[-0.460688,-73.5686,-1.01181]
40;0.388889;[1.14039,-74.7059,1.51696]
41;0.412037;[0.39851,-74.3223,1.37368]
42;0.361111;[-0.0896924,-73.8436,-0.0393185]
43;0.453704;[-0.385559,-75.1375,1.16744]
44;0.0138889;[2.5883,-77.8336,-4.7918]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
