Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.162037;[1.28426,-21.9945,0.0042574]
5;0.305556;[0.690103,-25.2459,0.677947]
6;0.37963;[-0.702144,-25.1297,0.132168]
7;0.333333;[-0.198804,-25.4024,-0.182481]
8;0.37037;[0.798562,-28.0241,1.1101]
9;0.398148;[0.0481213,-27.6793,0.00454868]
10;0.361111;[-0.187153,-28.8012,1.5616]
11;0.416667;[-0.432776,-29.0551,0.939068]
12;0.375;[-1.58289,-30.5407,0.0679824]
13;0.435185;[-0.25355,-30.0053,-2.18888]
14;0.407407;[-0.413158,-30.8379,-0.262537]
15;0.490741;[-0.852276,-31.2304,-0.0960916]
16;0.449074;[0.0956677,-29.7286,0.527258]
17;0.444444;[0.0235677,-31.3495,0.4843]
18;0.490741;[-0.414945,-31.0452,0.504325]
19;0.449074;[0.144224,-32.1808,-1.19433]
20;0.462963;[-1.2667,-30.775,0.496162]
21;0.532407;[-0.559344,-31.2345,0.0513997]
22;0.527778;[-0.603451,-30.7386,0.369613]
23;0.5;[0.724438,-32.0085,0.127977]
24;0.430556;[0.955575,-32.0336,-0.170791]
25;0.532407;[-0.346692,-32.1467,-0.0817166]
26;0.407407;[-0.868987,-31.4852,-0.85968]
27;0.467593;[-0.596271,-31.0163,0.733556]
28;0.425926;[1.51917,-31.6316,-0.227775]
29;0.439815;[-0.0027048,-31.7905,1.61026]
30;0.430556;[0.157643,-30.3498,-0.363714]
31;0.467593;[0.606102,-30.8082,-0.121899]
32;0.351852;[0.513373,-30.236,1.68724]
33;0.412037;[0.0870641,-28.1923,-0.235256]
34;0.435185;[-0.819491,-31.0793,-0.49696]
35;0.421296;[0.248169,-29.3915,0.325776]
36;0.347222;[1.01911,-26.5163,-0.00713775]
37;0.333333;[-1.09817,-29.5189,0.682727]
38;0.393519;[-1.06028,-26.2615,0.208696]
39;0.337963;[-0.828755,-27.4828,1.04321]
40;0.342593;[1.1074,-25.4983,-1.09712]
41;0.305556;[-1.32255,-25.9344,-0.0417743]
42;0.347222;[0.282492,-24.2055,-0.536193]
43;0.328704;[-1.12356,-23.874,3.3176]
44;0.0231481;[2.4018,-24.0089,1.2921]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
