Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.157407;[0.66598,-116.823,-1.07857]
5;0.421296;[0.115903,-115.152,-1.64111]
6;0.407407;[-0.388062,-116.432,-0.09065]
7;0.37963;[-0.807985,-117.431,-1.27373]
8;0.453704;[0.0848828,-117.428,0.511514]
9;0.425926;[0.730004,-117.482,-2.1591]
10;0.356481;[0.102109,-118.479,-0.0900671]
11;0.458333;[0.0263199,-116.917,1.52281]
12;0.407407;[0.659369,-117.838,0.51906]
13;0.462963;[-1.02066,-117.874,-0.0942739]
14;0.351852;[-0.0943386,-116.874,-0.218166]
15;0.416667;[0.792054,-116.699,-0.0785554]
16;0.430556;[1.05085,-117.529,-0.277023]
17;0.416667;[1.1141,-117.743,1.15173]
18;0.490741;[-0.588702,-119.05,-0.116481]
19;0.402778;[0.727825,-116.745,0.279124]
20;0.430556;[0.493408,-117.689,-0.182852]
21;0.388889;[-1.00135,-117.445,-0.0508199]
22;0.407407;[1.13897,-118.386,1.80732]
23;0.393519;[0.865988,-118.507,0.0811608]
24;0.361111;[0.379323,-118.315,-0.941946]
25;0.435185;[-0.661717,-118.351,-1.14414]
26;0.356481;[-0.126433,-117.102,0.350262]
27;0.37963;[0.250426,-118.729,0.305844]
28;0.453704;[0.741987,-118.327,-1.15327]
29;0.407407;[-0.20393,-117.576,1.04183]
30;0.412037;[0.395494,-119.452,1.02251]
31;0.407407;[-0.480779,-117.789,-1.22472]
32;0.407407;[-0.0751062,-118.537,0.31895]
33;0.351852;[-0.15648,-118.15,-0.0829542]
34;0.49537;[1.41722,-117.988,-1.35763]
35;0.407407;[2.46689,-117.644,1.74176]
36;0.37963;[-0.452945,-117.607,-0.401071]
37;0.412037;[-0.795433,-120.38,-0.237034]
38;0.375;[1.49555,-117.055,-0.466057]
39;0.458333;[0.381932,-118.146,0.403071]
40;0.37963;[-1.07443,-117.661,0.508631]
41;0.453704;[-0.173738,-117.413,0.0275453]
42;0.37037;[-1.72235,-116.772,-0.475282]
43;0.467593;[0.0273864,-116.559,-0.762587]
44;0.0416667;[0.774387,-117.65,-1.60898]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
