Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.208333;[-1.37252,-99.7223,0.719129]
5;0.444444;[0.524113,-97.64,0.788715]
6;0.435185;[0.280035,-98.1282,-2.11934]
7;0.361111;[0.69541,-97.4312,-0.964673]
8;0.351852;[-0.0342052,-98.6244,-0.518832]
9;0.37963;[-0.978432,-98.8654,0.173017]
10;0.439815;[-0.619729,-98.1703,0.468849]
11;0.375;[-0.161938,-97.326,-1.2483]
12;0.435185;[0.654255,-98.3464,-0.36765]
13;0.375;[0.701048,-100.742,-0.381628]
14;0.412037;[-0.049611,-97.6383,1.01711]
15;0.398148;[0.27156,-96.7254,-1.65621]
16;0.467593;[-1.61447,-97.2702,0.0393132]
17;0.430556;[0.204434,-97.1205,-0.713811]
18;0.351852;[-0.663155,-97.081,2.09699]
19;0.412037;[-2.08636,-98.287,-0.445511]
20;0.375;[-0.313988,-98.8791,-0.688712]
21;0.5;[-0.113796,-98.3995,1.1834]
22;0.375;[-1.11016,-98.2764,0.357509]
23;0.481481;[-0.067254,-98.9353,-0.54887]
24;0.425926;[-0.375799,-97.1364,0.790298]
25;0.467593;[-0.268559,-96.9934,-0.244772]
26;0.416667;[-0.337005,-98.1525,-0.663203]
27;0.393519;[0.523611,-97.3995,-0.0580704]
28;0.384259;[-1.04198,-98.7058,1.02987]
29;0.462963;[0.974473,-98.225,-0.00224709]
30;0.37037;[0.836818,-98.7007,-0.466887]
31;0.449074;[0.847699,-98.3283,-0.109513]
32;0.37963;[-0.165243,-98.2591,0.647591]
33;0.388889;[0.937985,-99.5742,0.233879]
34;0.425926;[-0.29723,-98.2385,-0.349555]
35;0.407407;[0.886445,-97.1341,0.141117]
36;0.416667;[-1.21688,-98.2411,-1.15309]
37;0.402778;[-0.410107,-97.4349,0.633158]
38;0.37963;[2.64111,-98.5398,-0.123053]
39;0.342593;[1.25719,-98.9709,0.73802]
40;0.407407;[0.406638,-96.7108,1.08405]
41;0.402778;[0.0621429,-97.8097,0.879464]
42;0.439815;[-0.431256,-99.5324,-0.0721406]
43;0.481481;[-0.680609,-98.4329,0.222932]
44;0.0185185;[1.24143,-98.8482,1.37156]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
