Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.185185;[0.223949,-201.978,0.0260323]
5;0.435185;[-1.71555,-202.187,-0.49974]
6;0.439815;[-0.241536,-201.256,-0.687743]
7;0.402778;[-0.418865,-200.695,1.43714]
8;0.462963;[0.105415,-201.316,0.710829]
9;0.287037;[0.143273,-201.448,0.0386608]
10;0.421296;[-1.15618,-201.923,0.479636]
11;0.435185;[-1.29519,-200.683,-0.477903]
12;0.388889;[-1.53114,-201.063,-0.121036]
13;0.37963;[-0.281553,-200.4,0.864859]
14;0.439815;[-0.41595,-201.826,-0.716397]
15;0.425926;[0.561726,-202.443,1.24071]
16;0.407407;[-0.363701,-201.533,-0.52173]
17;0.407407;[-0.317589,-202.031,-0.84881]
18;0.439815;[1.11488,-201.347,1.17749]
19;0.398148;[-0.116598,-201.953,1.04969]
20;0.421296;[0.971966,-203.5,-0.441119]
21;0.407407;[0.0825895,-201.195,0.510363]
22;0.384259;[-0.191107,-202.152,1.20872]
23;0.384259;[-1.14092,-201.935,-0.98518]
24;0.375;[0.596528,-200.859,0.0341299]
25;0.398148;[-0.642187,-200.907,0.444641]
26;0.375;[0.998558,-202.517,-0.561496]
27;0.402778;[0.605975,-202.74,-0.55463]
28;0.402778;[-1.12498,-201.183,1.50891]
29;0.425926;[-1.00902,-201.165,0.168589]
30;0.430556;[0.864731,-202.867,-0.134906]
31;0.393519;[-0.590959,-202.914,0.454236]
32;0.37037;[0.124339,-200.842,-0.637746]
33;0.398148;[-0.270829,-201.324,0.481138]
34;0.444444;[-0.792471,-201.921,-0.335127]
35;0.435185;[0.194635,-201.238,-1.15886]
36;0.439815;[-0.585746,-201.17,-0.962839]
37;0.430556;[-0.131928,-201.588,0.198699]
38;0.439815;[-0.404155,-201.8,0.755686]
39;0.430556;[0.754501,-202.552,0.529354]
40;0.356481;[-0.789031,-201.088,-0.389878]
41;0.444444;[-0.0110629,-201.482,-0.164422]
42;0.421296;[0.186742,-201.788,-0.382729]
43;0.458333;[-1.88796,-202.01,0.740965]
44;0.0462963;[-2.47814,-201.109,0.719432]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
