Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.203704;[-0.0148363,-162.571,0.238307]
5;0.458333;[-0.0468312,-161.22,0.209833]
6;0.462963;[-0.0954993,-160.81,-0.974644]
7;0.398148;[0.0649089,-162.573,-1.3393]
8;0.365741;[-1.76483,-161.159,0.254973]
9;0.430556;[0.722239,-161.024,-1.21572]
10;0.402778;[0.717569,-161.088,0.649887]
11;0.398148;[0.986662,-163.004,0.189283]
12;0.435185;[0.292902,-162.26,-0.166693]
13;0.342593;[0.766012,-160.74,0.259964]
14;0.449074;[0.0831369,-160.494,0.187879]
15;0.435185;[0.305836,-161.254,0.984136]
16;0.37963;[-2.01582,-161.438,-0.530774]
17;0.393519;[-0.19894,-161.312,-0.391055]
18;0.453704;[0.512891,-162.472,-0.0460944]
19;0.458333;[-0.121163,-160.774,0.494645]
20;0.402778;[0.732777,-161.39,0.00395609]
21;0.37037;[0.768372,-162.641,-0.503885]
22;0.449074;[-0.16409,-161.325,1.53726]
23;0.407407;[0.114832,-161.77,-0.404285]
24;0.430556;[0.29472,-162.172,0.173459]
25;0.435185;[0.364879,-162.256,-0.868732]
26;0.402778;[0.597643,-161.521,-0.537943]
27;0.384259;[0.581073,-161.044,0.177128]
28;0.388889;[-1.5839,-163.116,-1.77483]
29;0.393519;[-0.255587,-161.308,-0.105684]
30;0.361111;[-1.31211,-163.061,-0.147453]
31;0.439815;[-0.438553,-161.766,-0.0999709]
32;0.402778;[0.4353,-161.386,0.0110577]
33;0.351852;[0.568758,-159.756,0.896289]
34;0.458333;[-0.603878,-163.803,0.0088924]
35;0.430556;[0.226701,-159.75,2.05639]
36;0.393519;[-0.29893,-161.529,-0.81815]
37;0.476852;[1.82677,-161.391,1.46484]
38;0.375;[-0.0253771,-160.909,-1.05365]
39;0.388889;[-1.06071,-161.469,1.14765]
40;0.416667;[-0.871494,-161.236,-1.34897]
41;0.351852;[-0.51458,-160.022,-0.255561]
42;0.398148;[-0.974915,-161.659,0.00315162]
43;0.481481;[-0.249003,-162.196,-0.515457]
44;0.0138889;[0.654415,-162.639,0.557434]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
