Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.194444;[1.47572,-73.2143,2.49835]
5;0.375;[-0.198112,-71.1942,0.998603]
6;0.402778;[1.68739,-71.0795,-0.633574]
7;0.37037;[-0.688019,-70.971,0.168237]
8;0.37037;[1.81953,-71.3454,-0.576149]
9;0.398148;[-0.323461,-71.0551,1.06196]
10;0.388889;[1.60489,-72.427,-2.16197]
11;0.375;[0.0192532,-70.9711,-0.880661]
12;0.402778;[0.843551,-71.8622,-0.206672]
13;0.472222;[0.557402,-71.4543,-0.88451]
14;0.393519;[0.815904,-71.151,-0.823607]
15;0.37037;[0.100328,-71.3101,0.275113]
16;0.462963;[-0.845972,-70.5513,0.0335515]
17;0.375;[0.994429,-71.1309,-0.351924]
18;0.523148;[-0.727831,-71.2319,0.602799]
19;0.449074;[0.33581,-71.6886,-0.326329]
20;0.435185;[0.135495,-71.1534,-0.668411]
21;0.407407;[-0.351537,-71.5635,-1.26564]
22;0.481481;[0.518782,-71.1321,0.307001]
23;0.425926;[-0.492435,-71.7462,-1.48409]
24;0.467593;[1.48219,-71.127,1.57172]
25;0.430556;[-0.201707,-71.6669,-0.427573]
26;0.435185;[0.505955,-73.9641,1.05029]
27;0.416667;[-0.0341753,-72.5675,0.47939]
28;0.467593;[-0.0517213,-72.2876,0.685543]
29;0.439815;[0.436419,-71.107,0.642478]
30;0.412037;[-0.419827,-72.1835,-0.0504311]
31;0.430556;[-0.460039,-70.9984,0.056861]
32;0.388889;[0.717469,-71.2,-0.424204]
33;0.37963;[-1.30783,-71.8881,0.0075053]
34;0.421296;[-0.300672,-73.4855,-0.0587924]
35;0.388889;[1.46564,-71.2266,-0.776962]
36;0.398148;[-0.379677,-70.8026,-0.330257]
37;0.37037;[1.13522,-71.8707,0.927624]
38;0.407407;[-0.180931,-69.4571,-0.423865]
39;0.324074;[-0.757054,-70.6685,-0.11749]
40;0.314815;[-0.555911,-68.9932,-0.917692]
41;0.444444;[-0.296586,-70.3143,0.238327]
42;0.375;[-0.216907,-71.3996,0.901555]
43;0.444444;[1.81594,-71.6116,0.263772]
44;0.0416667;[3.25747,-64.6928,5.33045]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
