Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.194444;[1.56987,-62.2381,3.87059]
5;0.430556;[1.36123,-62.295,-1.18753]
6;0.37037;[0.562561,-65.2161,-0.568738]
7;0.328704;[1.46105,-64.1322,0.0954438]
8;0.356481;[0.982663,-65.1823,0.164591]
9;0.407407;[0.58896,-63.9863,0.444306]
10;0.462963;[0.946622,-64.2633,-0.916253]
11;0.430556;[-0.278876,-65.1334,-0.564683]
12;0.402778;[-0.8917,-62.0637,-0.0863887]
13;0.365741;[0.621773,-64.3775,-0.206455]
14;0.462963;[0.987572,-63.3446,0.451286]
15;0.449074;[0.281999,-64.063,0.519971]
16;0.476852;[1.15039,-64.7449,-0.00793961]
17;0.412037;[1.48018,-64.9014,-0.338403]
18;0.425926;[0.151875,-65.2111,0.865459]
19;0.453704;[-0.140462,-65.6726,-0.393202]
20;0.425926;[-0.36749,-63.5558,-0.214098]
21;0.412037;[1.08679,-64.5021,-0.616627]
22;0.421296;[-0.706072,-64.2177,-1.16476]
23;0.449074;[1.48846,-65.0716,0.250849]
24;0.421296;[0.670991,-65.7639,0.0724431]
25;0.435185;[0.421417,-63.4705,-0.0460831]
26;0.351852;[0.389352,-65.2271,0.0528269]
27;0.462963;[-0.416075,-63.8471,-0.125803]
28;0.472222;[0.0330143,-63.3581,-0.104612]
29;0.347222;[-0.812765,-65.0838,0.691021]
30;0.393519;[-0.402493,-63.6275,0.479827]
31;0.462963;[-1.15611,-64.0522,-0.0452077]
32;0.407407;[0.340085,-64.6257,-0.883551]
33;0.467593;[-0.767145,-62.4663,0.744718]
34;0.421296;[0.421994,-63.5487,0.348687]
35;0.439815;[0.749252,-64.0235,-0.987075]
36;0.384259;[-0.471252,-64.0059,0.66425]
37;0.435185;[0.76816,-63.9745,1.23695]
38;0.393519;[0.978332,-64.1909,-1.73335]
39;0.37963;[0.0616214,-64.5921,-0.956778]
40;0.375;[0.221558,-63.9292,-0.155658]
41;0.328704;[0.120565,-63.383,-0.000643179]
42;0.361111;[-1.95565,-63.5737,0.0635961]
43;0.384259;[1.5627,-64.8711,-0.814129]
44;0.00925926;[0.608645,-63.3463,4.76805]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
