Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.208333;[1.50752,-2.87301,1.54057]
5;0.421296;[-0.661457,-2.75059,1.26104]
6;0.430556;[0.662543,-1.02945,-0.389485]
7;0.310185;[0.970168,-3.21116,-0.301084]
8;0.412037;[0.309654,-2.60604,-0.233974]
9;0.421296;[-0.414794,-3.79184,1.19597]
10;0.435185;[-0.0579288,-3.14551,0.887259]
11;0.453704;[-1.02086,-3.66774,1.66149]
12;0.407407;[-0.350744,-4.27534,-0.492126]
13;0.37963;[0.523637,-2.50737,-0.00871303]
14;0.449074;[-0.695531,-3.11727,-0.124437]
15;0.37963;[-0.85751,-3.96982,-1.38488]
16;0.398148;[1.66144,-3.61456,0.610535]
17;0.481481;[-1.11168,-3.44347,0.180909]
18;0.407407;[1.04561,-3.87671,0.346048]
19;0.398148;[1.09643,-3.87418,-0.0786468]
20;0.351852;[-1.70094,-3.58007,-0.221415]
21;0.421296;[-0.653456,-3.28513,1.43926]
22;0.444444;[0.241714,-2.90217,-0.734092]
23;0.398148;[-0.131412,-5.57682,-0.275739]
24;0.416667;[-0.0564744,-3.7877,1.57104]
25;0.430556;[-0.675255,-2.19332,-0.782949]
26;0.361111;[0.121443,-2.88464,1.72719]
27;0.425926;[0.0901539,-4.21855,-0.757302]
28;0.388889;[-0.00185005,-3.44817,-0.0459174]
29;0.388889;[0.184982,-3.69359,-1.10861]
30;0.435185;[0.628883,-4.10708,-0.734855]
31;0.365741;[0.392747,-3.81402,0.937326]
32;0.393519;[-0.636543,-3.61924,1.53492]
33;0.476852;[0.815123,-3.37399,-1.00874]
34;0.375;[-0.757362,-3.56402,0.506283]
35;0.393519;[1.41599,-2.01349,0.11927]
36;0.416667;[0.379036,-3.99449,1.58113]
37;0.393519;[0.728594,-2.91141,-0.580239]
38;0.430556;[-0.478548,-2.31471,-0.908287]
39;0.407407;[-0.46191,-2.31252,-0.0386802]
40;0.449074;[-0.51451,-2.642,0.761365]
41;0.37963;[-0.617503,-2.80426,-0.413186]
42;0.412037;[-1.45125,-2.16579,-1.15436]
43;0.467593;[-0.430884,-2.33386,-1.26605]
44;0.0555556;[1.40756,-3.91084,1.07872]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
