Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.305556;[-0.0965534,-2.30453,1.35496]
5;0.476852;[-0.0510703,-7.23897,0.0522251]
6;0.527778;[-0.864083,-10.5136,0.0352902]
7;0.509259;[1.01031,-8.93688,-0.232222]
8;0.513889;[1.10964,-11.5969,-0.963771]
9;0.5;[-0.56182,-11.04,0.855089]
10;0.486111;[-0.322058,-15.9129,0.178411]
11;0.546296;[1.17678,-16.0031,1.45899]
12;0.490741;[-0.11591,-15.285,0.350059]
13;0.550926;[1.95333,-16.8032,-1.78495]
14;0.601852;[0.318789,-17.1449,0.302724]
15;0.537037;[0.354982,-17.6939,-0.0859941]
16;0.583333;[1.42409,-19.1956,0.402541]
17;0.527778;[1.42454,-20.7355,0.449103]
18;0.597222;[-0.575438,-19.7421,0.691351]
19;0.583333;[-0.269842,-19.0174,0.897051]
20;0.657407;[1.19007,-18.6888,-0.0459603]
21;0.537037;[0.747806,-19.7635,0.091494]
22;0.675926;[0.02029,-20.9476,-0.112704]
23;0.648148;[-0.220193,-21.9306,0.59758]
24;0.703704;[0.272064,-20.5525,-1.31138]
25;0.615741;[0.208956,-22.1562,-0.46099]
26;0.606481;[-0.972236,-20.3944,-0.420983]
27;0.62037;[-0.605968,-20.6231,0.194577]
28;0.555556;[1.13048,-20.0483,1.00803]
29;0.643519;[0.0529095,-18.7042,-0.157014]
30;0.601852;[1.9482,-20.262,-0.0647631]
31;0.625;[0.605966,-18.8086,1.27569]
32;0.634259;[-1.26284,-19.2912,1.54793]
33;0.615741;[-0.706313,-17.752,-0.0397466]
34;0.606481;[0.186771,-16.3591,1.055]
35;0.574074;[-0.163842,-15.7541,-0.101746]
36;0.648148;[1.08193,-16.2156,-1.38026]
37;0.560185;[-0.777057,-14.7435,0.316105]
38;0.546296;[1.11716,-14.423,0.753678]
39;0.587963;[-1.89209,-11.7675,0.667929]
40;0.62037;[-0.802883,-11.5661,-1.14171]
41;0.611111;[0.43104,-10.1828,-0.02058]
42;0.513889;[-0.308491,-7.37146,0.798437]
43;0.634259;[0.846162,-7.71047,-0.93297]
44;0.166667;[-0.733929,-5.49652,-2.47982]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
