Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.236111;[-1.04009,-11.124,-1.79297]
5;0.388889;[-0.125006,-13.3992,-1.05113]
6;0.388889;[-0.624252,-12.2924,1.33623]
7;0.462963;[0.626121,-12.2009,-0.449151]
8;0.388889;[-0.209344,-13.992,-0.144261]
9;0.444444;[0.23881,-14.9786,0.861613]
10;0.476852;[-0.303482,-14.8776,1.2473]
11;0.439815;[0.862433,-16.2541,-0.267613]
12;0.550926;[-0.453264,-17.7195,0.784028]
13;0.490741;[-0.743978,-18.1438,0.620774]
14;0.518519;[0.31387,-17.0975,-0.102067]
15;0.615741;[-0.643048,-18.875,-0.574753]
16;0.541667;[-0.280347,-19.8377,1.06157]
17;0.578704;[-0.509851,-18.9112,-0.826913]
18;0.606481;[-1.15891,-19.5628,-0.564362]
19;0.675926;[0.0509431,-20.6888,0.0227281]
20;0.648148;[-0.47393,-21.8259,-0.553509]
21;0.680556;[-0.688451,-21.1651,0.277201]
22;0.62037;[-0.112061,-21.559,-0.407132]
23;0.680556;[-0.454508,-20.7824,-0.723314]
24;0.689815;[0.155742,-21.7047,0.166621]
25;0.722222;[-0.247779,-21.0725,-0.477809]
26;0.699074;[-0.790835,-21.4629,-0.0840558]
27;0.694444;[-0.0968716,-20.9709,0.267358]
28;0.703704;[0.154557,-20.9734,0.351174]
29;0.74537;[-1.56261,-20.8726,0.420798]
30;0.62963;[-0.775504,-21.1222,0.408998]
31;0.708333;[-1.73857,-20.05,0.413209]
32;0.634259;[-0.536193,-19.9238,0.698965]
33;0.643519;[0.541582,-19.4518,-0.891589]
34;0.62963;[-1.59245,-19.1978,0.136871]
35;0.666667;[-0.107392,-18.869,0.248852]
36;0.680556;[-0.0953405,-17.3056,0.316022]
37;0.523148;[-0.746838,-16.8855,-0.490888]
38;0.541667;[0.131095,-17.1008,0.600773]
39;0.592593;[-0.0708303,-15.7603,0.65274]
40;0.537037;[-1.04364,-14.3266,-1.63239]
41;0.50463;[-1.17774,-13.4456,-0.733282]
42;0.472222;[0.726792,-12.5281,-0.726396]
43;0.597222;[0.960341,-10.0423,0.970918]
44;0.0972222;[-4.35645,-8.62564,2.49993]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
