Bin;Density;Velocity
0;0;[-nan,-nan,-nan]
1;1.66667;[0,0,0]
2;0;[-nan,-nan,-nan]
3;1.66667;[0,0,0]
4;0.435185;[3.35439,-6.80952,0.126653]
5;0.601852;[2.48928,-2.11008,2.03649]
6;0.555556;[-2.08023,-5.23133,-1.13621]
7;0.597222;[0.603617,-6.23795,2.86602]
8;0.625;[-1.53528,-8.05541,-4.14417]
9;0.541667;[0.767412,-7.82451,0.464975]
10;0.560185;[-0.670212,-9.59632,0.662748]
11;0.537037;[2.29186,-10.0063,0.763934]
12;0.518519;[3.88999,-9.36319,-3.62181]
13;0.546296;[-0.943739,-12.1889,-1.26224]
14;0.587963;[1.1559,-10.9523,0.215889]
15;0.532407;[4.29914,-15.0893,0.989106]
16;0.606481;[2.33421,-14.2224,0.381777]
17;0.606481;[-0.387704,-17.4366,0.829878]
18;0.560185;[1.81251,-15.1357,2.78571]
19;0.546296;[0.268368,-16.2759,3.4985]
20;0.578704;[0.695941,-15.8233,-2.9864]
21;0.546296;[-1.38346,-18.5512,0.847534]
22;0.601852;[3.08672,-16.0001,-3.37906]
23;0.606481;[1.98549,-15.608,0.766575]
24;0.546296;[-1.7709,-11.9684,-2.1263]
25;0.601852;[-1.15248,-15.5249,1.26218]
26;0.587963;[-0.734755,-16.9804,-0.733076]
27;0.597222;[0.764943,-14.6376,-0.64554]
28;0.62963;[0.80969,-14.4641,1.31952]
29;0.546296;[1.34268,-14.0991,1.00572]
30;0.574074;[-1.14427,-14.6488,1.50016]
31;0.541667;[0.406595,-12.6114,1.81774]
32;0.560185;[0.649792,-14.1805,0.0227781]
33;0.625;[1.96348,-15.1962,-0.181527]
34;0.657407;[2.70139,-13.876,-0.758561]
35;0.578704;[0.935383,-11.7904,-1.34616]
36;0.615741;[3.13867,-13.1568,5.17413]
37;0.560185;[-0.164608,-10.2591,-0.24904]
38;0.578704;[-0.39093,-7.82869,-1.97693]
39;0.476852;[-1.9198,-8.31224,-1.98449]
40;0.634259;[0.602817,-8.67927,-0.727529]
41;0.523148;[3.20279,-9.30552,-5.1836]
42;0.634259;[-1.16024,-2.34494,-1.69163]
43;0.62037;[1.25634,-3.02282,-1.44901]
44;0.166667;[-0.966305,-3.7766,2.33342]
45;1.66667;[0,0,0]
46;1.66667;[0,0,0]
47;0;[-nan,-nan,-nan]
48;0;[-nan,-nan,-nan]
49;0;[-nan,-nan,-nan]
